Wavelength [nm],Raw [dBm],Smoothed(Savgol) [dBm]
1.517200000000000045e+03,-4.698904000000000281e+01,-4.698904000000000281e+01
1.517400000000000091e+03,-4.696954999999999814e+01,-4.696954999999999814e+01
1.517599999999999909e+03,-4.679016000000000020e+01,-4.679016000000000020e+01
1.517799999999999955e+03,-4.663936999999999955e+01,-4.663936999999999955e+01
1.518000000000000000e+03,-4.586077999999999832e+01,-4.586077999999999832e+01
1.518200000000000045e+03,-4.597005999999999659e+01,-4.597005999999999659e+01
1.518400000000000091e+03,-4.555472999999999928e+01,-4.555472999999999928e+01
1.518599999999999909e+03,-4.584369999999999834e+01,-4.584369999999999834e+01
1.518799999999999955e+03,-4.563304999999999723e+01,-4.563304999999999723e+01
1.519000000000000000e+03,-4.492323999999999984e+01,-4.492323999999999984e+01
1.519200000000000045e+03,-4.490160000000000196e+01,-4.490160000000000196e+01
1.519400000000000091e+03,-4.500424000000000291e+01,-4.500424000000000291e+01
1.519599999999999909e+03,-4.524707999999999686e+01,-4.524707999999999686e+01
1.519799999999999955e+03,-4.462828999999999979e+01,-4.462828999999999979e+01
1.520000000000000000e+03,-4.452761000000000280e+01,-4.452761000000000280e+01
1.520200000000000045e+03,-4.453247000000000355e+01,-4.453247000000000355e+01
1.520400000000000091e+03,-4.403394000000000119e+01,-4.403394000000000119e+01
1.520599999999999909e+03,-4.404648999999999859e+01,-4.404648999999999859e+01
1.520799999999999955e+03,-4.373357000000000028e+01,-4.373357000000000028e+01
1.521000000000000000e+03,-4.347409999999999997e+01,-4.347409999999999997e+01
1.521200000000000045e+03,-4.342866999999999678e+01,-4.342866999999999678e+01
1.521400000000000091e+03,-4.317712000000000216e+01,-4.317712000000000216e+01
1.521599999999999909e+03,-4.334120999999999668e+01,-4.334120999999999668e+01
1.521799999999999955e+03,-4.360978999999999672e+01,-4.360978999999999672e+01
1.522000000000000000e+03,-4.374349999999999739e+01,-4.374349999999999739e+01
1.522200000000000045e+03,-4.360725999999999658e+01,-4.360725999999999658e+01
1.522400000000000091e+03,-4.314979000000000298e+01,-4.314979000000000298e+01
1.522599999999999909e+03,-4.301239999999999952e+01,-4.301239999999999952e+01
1.522799999999999955e+03,-4.286670000000000158e+01,-4.286670000000000158e+01
1.523000000000000000e+03,-4.293046999999999969e+01,-4.293046999999999969e+01
1.523200000000000045e+03,-4.283389999999999986e+01,-4.283389999999999986e+01
1.523400000000000091e+03,-4.246054000000000173e+01,-4.246054000000000173e+01
1.523599999999999909e+03,-4.279162999999999784e+01,-4.279162999999999784e+01
1.523799999999999955e+03,-4.307065999999999661e+01,-4.307065999999999661e+01
1.524000000000000000e+03,-4.328840000000000288e+01,-4.328840000000000288e+01
1.524200000000000045e+03,-4.273282999999999987e+01,-4.273282999999999987e+01
1.524400000000000091e+03,-4.240834999999999866e+01,-4.240834999999999866e+01
1.524599999999999909e+03,-4.254574999999999818e+01,-4.254574999999999818e+01
1.524799999999999955e+03,-4.263161000000000200e+01,-4.263161000000000200e+01
1.525000000000000000e+03,-4.213490000000000180e+01,-4.213490000000000180e+01
1.525200000000000045e+03,-4.247574000000000183e+01,-4.247574000000000183e+01
1.525400000000000091e+03,-4.283113000000000170e+01,-4.283113000000000170e+01
1.525599999999999909e+03,-4.264753999999999934e+01,-4.264753999999999934e+01
1.525799999999999955e+03,-4.340037999999999840e+01,-4.340037999999999840e+01
1.526000000000000000e+03,-4.309680999999999784e+01,-4.309680999999999784e+01
1.526200000000000045e+03,-4.308142000000000138e+01,-4.308142000000000138e+01
1.526400000000000091e+03,-4.322142999999999802e+01,-4.322142999999999802e+01
1.526599999999999909e+03,-4.270582000000000278e+01,-4.270582000000000278e+01
1.526799999999999955e+03,-4.238054999999999950e+01,-4.238054999999999950e+01
1.527000000000000000e+03,-4.239688999999999908e+01,-4.239688999999999908e+01
1.527200000000000045e+03,-4.327622999999999820e+01,-4.327622999999999820e+01
1.527400000000000091e+03,-4.346488999999999692e+01,-4.346488999999999692e+01
1.527599999999999909e+03,-4.336498999999999882e+01,-4.336498999999999882e+01
1.527799999999999955e+03,-4.343028000000000333e+01,-4.343028000000000333e+01
1.528000000000000000e+03,-4.277418999999999727e+01,-4.277418999999999727e+01
1.528200000000000045e+03,-4.286379000000000161e+01,-4.286379000000000161e+01
1.528400000000000091e+03,-4.270132000000000261e+01,-4.270132000000000261e+01
1.528599999999999909e+03,-4.295602999999999838e+01,-4.295602999999999838e+01
1.528799999999999955e+03,-4.314179000000000030e+01,-4.314179000000000030e+01
1.529000000000000000e+03,-4.348964000000000141e+01,-4.348964000000000141e+01
1.529200000000000045e+03,-4.345418999999999699e+01,-4.345418999999999699e+01
1.529400000000000091e+03,-4.375643999999999778e+01,-4.375643999999999778e+01
1.529599999999999909e+03,-4.429337999999999909e+01,-4.429337999999999909e+01
1.529799999999999955e+03,-4.412957000000000107e+01,-4.412957000000000107e+01
1.530000000000000000e+03,-4.433158000000000243e+01,-4.433158000000000243e+01
1.530200000000000045e+03,-4.406942000000000093e+01,-4.406942000000000093e+01
1.530400000000000091e+03,-4.409161999999999892e+01,-4.409161999999999892e+01
1.530599999999999909e+03,-4.443748999999999683e+01,-4.443748999999999683e+01
1.530799999999999955e+03,-4.426310000000000144e+01,-4.426310000000000144e+01
1.531000000000000000e+03,-4.441248999999999825e+01,-4.441248999999999825e+01
1.531200000000000045e+03,-4.424092999999999876e+01,-4.424092999999999876e+01
1.531400000000000091e+03,-4.468258999999999759e+01,-4.468258999999999759e+01
1.531599999999999909e+03,-4.423713999999999658e+01,-4.423713999999999658e+01
1.531799999999999955e+03,-4.478479000000000099e+01,-4.478479000000000099e+01
1.532000000000000000e+03,-4.449698000000000064e+01,-4.449698000000000064e+01
1.532200000000000045e+03,-4.523834000000000088e+01,-4.523834000000000088e+01
1.532400000000000091e+03,-4.500010999999999939e+01,-4.500010999999999939e+01
1.532599999999999909e+03,-4.535548000000000002e+01,-4.535548000000000002e+01
1.532799999999999955e+03,-4.491449000000000069e+01,-4.491449000000000069e+01
1.533000000000000000e+03,-4.465469999999999828e+01,-4.465469999999999828e+01
1.533200000000000045e+03,-4.601579000000000264e+01,-4.601579000000000264e+01
1.533400000000000091e+03,-4.570627000000000351e+01,-4.570627000000000351e+01
1.533599999999999909e+03,-4.788777999999999935e+01,-4.788777999999999935e+01
1.533799999999999955e+03,-4.699824000000000268e+01,-4.699824000000000268e+01
1.534000000000000000e+03,-4.748725000000000307e+01,-4.748725000000000307e+01
1.534200000000000045e+03,-4.791814000000000107e+01,-4.791814000000000107e+01
1.534400000000000091e+03,-4.698662999999999812e+01,-4.698662999999999812e+01
1.534599999999999909e+03,-4.803314999999999912e+01,-4.803314999999999912e+01
1.534799999999999955e+03,-4.761413000000000295e+01,-4.761413000000000295e+01
1.535000000000000000e+03,-4.808471999999999724e+01,-4.808471999999999724e+01
1.535200000000000045e+03,-4.797876000000000118e+01,-4.797876000000000118e+01
1.535400000000000091e+03,-4.862568000000000268e+01,-4.862568000000000268e+01
1.535599999999999909e+03,-4.862400000000000233e+01,-4.862400000000000233e+01
1.535799999999999955e+03,-5.003027000000000157e+01,-5.003027000000000157e+01
1.536000000000000000e+03,-5.081616999999999962e+01,-5.081616999999999962e+01
1.536200000000000045e+03,-5.150789999999999935e+01,-5.150789999999999935e+01
1.536400000000000091e+03,-5.161791999999999803e+01,-5.161791999999999803e+01
1.536599999999999909e+03,-5.046952000000000282e+01,-5.046952000000000282e+01
1.536799999999999955e+03,-5.066651999999999845e+01,-5.066651999999999845e+01
1.537000000000000000e+03,-5.190565999999999747e+01,-5.190565999999999747e+01
1.537200000000000045e+03,-5.351850999999999914e+01,-5.351850999999999914e+01
1.537400000000000091e+03,-5.445360999999999763e+01,-5.445360999999999763e+01
1.537599999999999909e+03,-5.569698999999999955e+01,-5.569698999999999955e+01
1.537799999999999955e+03,-5.613049000000000177e+01,-5.613049000000000177e+01
1.538000000000000000e+03,-5.566398000000000224e+01,-5.566398000000000224e+01
1.538200000000000045e+03,-5.655207999999999657e+01,-5.655207999999999657e+01
1.538400000000000091e+03,-5.541628000000000043e+01,-5.541628000000000043e+01
1.538599999999999909e+03,-5.549273000000000167e+01,-5.549273000000000167e+01
1.538799999999999955e+03,-5.590581000000000245e+01,-5.590581000000000245e+01
1.539000000000000000e+03,-5.782748999999999739e+01,-5.782748999999999739e+01
1.539200000000000045e+03,-5.881642999999999688e+01,-5.881642999999999688e+01
1.539400000000000091e+03,-6.076299999999999812e+01,-6.076299999999999812e+01
1.539599999999999909e+03,-6.120741999999999905e+01,-6.120741999999999905e+01
1.539799999999999955e+03,-5.952512999999999721e+01,-5.952512999999999721e+01
1.540000000000000000e+03,-6.364484000000000208e+01,-6.364484000000000208e+01
1.540200000000000045e+03,-7.151519000000000403e+01,-7.151519000000000403e+01
1.540400000000000091e+03,-6.809104999999999563e+01,-6.809104999999999563e+01
1.540599999999999909e+03,-6.671765999999999508e+01,-6.671765999999999508e+01
1.540799999999999955e+03,-6.702774999999999750e+01,-6.702774999999999750e+01
1.541000000000000000e+03,-6.465198999999999785e+01,-6.465198999999999785e+01
1.541200000000000045e+03,-6.342369999999999663e+01,-6.342369999999999663e+01
1.541400000000000091e+03,-6.016716000000000264e+01,-6.016716000000000264e+01
1.541599999999999909e+03,-6.069017000000000195e+01,-6.069017000000000195e+01
1.541799999999999955e+03,-5.699025999999999925e+01,-5.699025999999999925e+01
1.542000000000000000e+03,-5.532558999999999827e+01,-5.532558999999999827e+01
1.542200000000000045e+03,-5.673499000000000336e+01,-5.673499000000000336e+01
1.542400000000000091e+03,-5.529842000000000013e+01,-5.529842000000000013e+01
1.542599999999999909e+03,-5.494865999999999673e+01,-5.494865999999999673e+01
1.542799999999999955e+03,-5.287241999999999820e+01,-5.287241999999999820e+01
1.543000000000000000e+03,-5.247447999999999979e+01,-5.247447999999999979e+01
1.543200000000000045e+03,-5.234248999999999796e+01,-5.234248999999999796e+01
1.543400000000000091e+03,-5.267199000000000098e+01,-5.267199000000000098e+01
1.543599999999999909e+03,-5.198199000000000325e+01,-5.198199000000000325e+01
1.543799999999999955e+03,-5.092034999999999911e+01,-5.092034999999999911e+01
1.544000000000000000e+03,-5.059268000000000143e+01,-5.059268000000000143e+01
1.544200000000000045e+03,-4.971330999999999989e+01,-4.971330999999999989e+01
1.544400000000000091e+03,-5.000079000000000207e+01,-5.000079000000000207e+01
1.544599999999999909e+03,-4.898888999999999783e+01,-4.898888999999999783e+01
1.544799999999999955e+03,-4.849061999999999983e+01,-4.849061999999999983e+01
1.545000000000000000e+03,-4.820286000000000115e+01,-4.820286000000000115e+01
1.545200000000000045e+03,-4.812268999999999863e+01,-4.812268999999999863e+01
1.545400000000000091e+03,-4.792905999999999977e+01,-4.792905999999999977e+01
1.545599999999999909e+03,-4.792969000000000079e+01,-4.792969000000000079e+01
1.545799999999999955e+03,-4.714047000000000054e+01,-4.714047000000000054e+01
1.546000000000000000e+03,-4.774237000000000108e+01,-4.774237000000000108e+01
1.546200000000000045e+03,-4.688105000000000189e+01,-4.688105000000000189e+01
1.546400000000000091e+03,-4.698151000000000010e+01,-4.698151000000000010e+01
1.546599999999999909e+03,-4.575509999999999877e+01,-4.575509999999999877e+01
1.546799999999999955e+03,-4.673169999999999646e+01,-4.673169999999999646e+01
1.547000000000000000e+03,-4.659154999999999802e+01,-4.659154999999999802e+01
1.547200000000000045e+03,-4.650206000000000017e+01,-4.650206000000000017e+01
1.547400000000000091e+03,-4.668195000000000050e+01,-4.668195000000000050e+01
1.547599999999999909e+03,-4.611017999999999972e+01,-4.611017999999999972e+01
1.547799999999999955e+03,-4.590550999999999959e+01,-4.590550999999999959e+01
1.548000000000000000e+03,-4.553855000000000075e+01,-4.553855000000000075e+01
1.548200000000000045e+03,-4.593992999999999682e+01,-4.593992999999999682e+01
1.548400000000000091e+03,-4.568482000000000198e+01,-4.568482000000000198e+01
1.548599999999999909e+03,-4.574389000000000038e+01,-4.574389000000000038e+01
1.548799999999999955e+03,-4.508185000000000286e+01,-4.508185000000000286e+01
1.549000000000000000e+03,-4.526612999999999687e+01,-4.526612999999999687e+01
1.549200000000000045e+03,-4.438275999999999755e+01,-4.438275999999999755e+01
1.549400000000000091e+03,-4.432880000000000109e+01,-4.432880000000000109e+01
1.549599999999999909e+03,-4.356177000000000277e+01,-4.356177000000000277e+01
1.549799999999999955e+03,-4.396291000000000082e+01,-4.396291000000000082e+01
1.550000000000000000e+03,-4.457303999999999888e+01,-4.457303999999999888e+01
1.550200000000000045e+03,-4.497549999999999670e+01,-4.497549999999999670e+01
1.550400000000000091e+03,-4.445976999999999890e+01,-4.445976999999999890e+01
1.550599999999999909e+03,-4.412189999999999657e+01,-4.412189999999999657e+01
1.550799999999999955e+03,-4.351914000000000016e+01,-4.351914000000000016e+01
1.551000000000000000e+03,-4.343827000000000282e+01,-4.343827000000000282e+01
1.551200000000000045e+03,-4.337814000000000192e+01,-4.337814000000000192e+01
1.551400000000000091e+03,-4.324667000000000172e+01,-4.324667000000000172e+01
1.551599999999999909e+03,-4.300627000000000066e+01,-4.300627000000000066e+01
1.551799999999999955e+03,-4.345472999999999786e+01,-4.345472999999999786e+01
1.552000000000000000e+03,-4.386270999999999987e+01,-4.386270999999999987e+01
1.552200000000000045e+03,-4.340122999999999820e+01,-4.340122999999999820e+01
1.552400000000000091e+03,-4.339072000000000173e+01,-4.339072000000000173e+01
1.552599999999999909e+03,-4.292376000000000147e+01,-4.292376000000000147e+01
1.552799999999999955e+03,-4.305610000000000070e+01,-4.305610000000000070e+01
1.553000000000000000e+03,-4.318733999999999895e+01,-4.318733999999999895e+01
1.553200000000000045e+03,-4.380899999999999750e+01,-4.380899999999999750e+01
1.553400000000000091e+03,-4.328085000000000093e+01,-4.328085000000000093e+01
1.553599999999999909e+03,-4.349096999999999724e+01,-4.349096999999999724e+01
1.553799999999999955e+03,-4.305966999999999700e+01,-4.305966999999999700e+01
1.554000000000000000e+03,-4.307479000000000013e+01,-4.307479000000000013e+01
1.554200000000000045e+03,-4.269391999999999854e+01,-4.269391999999999854e+01
1.554400000000000091e+03,-4.305528999999999940e+01,-4.305528999999999940e+01
1.554599999999999909e+03,-4.295824999999999960e+01,-4.295824999999999960e+01
1.554799999999999955e+03,-4.321032999999999902e+01,-4.321032999999999902e+01
1.555000000000000000e+03,-4.303287999999999869e+01,-4.303287999999999869e+01
1.555200000000000045e+03,-4.319158000000000186e+01,-4.319158000000000186e+01
1.555400000000000091e+03,-4.290073999999999899e+01,-4.290073999999999899e+01
1.555599999999999909e+03,-4.315120999999999896e+01,-4.315120999999999896e+01
1.555799999999999955e+03,-4.307019999999999982e+01,-4.307019999999999982e+01
1.556000000000000000e+03,-4.273154000000000252e+01,-4.273154000000000252e+01
1.556200000000000045e+03,-4.242920999999999765e+01,-4.242920999999999765e+01
1.556400000000000091e+03,-4.311825000000000330e+01,-4.311825000000000330e+01
1.556599999999999909e+03,-4.301762000000000086e+01,-4.301762000000000086e+01
1.556799999999999955e+03,-4.326861000000000246e+01,-4.326861000000000246e+01
1.557000000000000000e+03,-4.309591999999999956e+01,-4.309591999999999956e+01
1.557200000000000045e+03,-4.275294999999999845e+01,-4.275294999999999845e+01
1.557400000000000091e+03,-4.299714999999999776e+01,-4.299714999999999776e+01
1.557599999999999909e+03,-4.271495000000000175e+01,-4.271495000000000175e+01
1.557799999999999955e+03,-4.317576999999999998e+01,-4.317576999999999998e+01
1.558000000000000000e+03,-4.330982999999999805e+01,-4.330982999999999805e+01
1.558200000000000045e+03,-4.362102999999999753e+01,-4.362102999999999753e+01
1.558400000000000091e+03,-4.357856000000000307e+01,-4.357856000000000307e+01
1.558599999999999909e+03,-4.352989000000000175e+01,-4.352989000000000175e+01
1.558799999999999955e+03,-4.396439000000000163e+01,-4.396439000000000163e+01
1.559000000000000000e+03,-4.439808000000000021e+01,-4.439808000000000021e+01
1.559200000000000045e+03,-4.413306999999999647e+01,-4.413306999999999647e+01
1.559400000000000091e+03,-4.396423999999999666e+01,-4.396423999999999666e+01
1.559599999999999909e+03,-4.430424000000000007e+01,-4.430424000000000007e+01
1.559799999999999955e+03,-4.449486999999999881e+01,-4.449486999999999881e+01
1.560000000000000000e+03,-4.406177000000000277e+01,-4.406177000000000277e+01
1.560200000000000045e+03,-4.486744000000000199e+01,-4.486744000000000199e+01
1.560400000000000091e+03,-4.432318999999999676e+01,-4.432318999999999676e+01
1.560599999999999909e+03,-4.505707000000000306e+01,-4.505707000000000306e+01
1.560799999999999955e+03,-4.439871999999999730e+01,-4.439871999999999730e+01
1.561000000000000000e+03,-4.446833000000000169e+01,-4.446833000000000169e+01
1.561200000000000045e+03,-4.457079999999999842e+01,-4.457079999999999842e+01
1.561400000000000091e+03,-4.498682999999999765e+01,-4.498682999999999765e+01
1.561599999999999909e+03,-4.506553000000000253e+01,-4.506553000000000253e+01
1.561799999999999955e+03,-4.538685999999999865e+01,-4.538685999999999865e+01
1.562000000000000000e+03,-4.543012999999999835e+01,-4.543012999999999835e+01
1.562200000000000045e+03,-4.629401000000000010e+01,-4.629401000000000010e+01
1.562400000000000091e+03,-4.667723000000000155e+01,-4.667723000000000155e+01
1.562599999999999909e+03,-4.664050999999999902e+01,-4.664050999999999902e+01
1.562799999999999955e+03,-4.622420000000000329e+01,-4.622420000000000329e+01
1.563000000000000000e+03,-4.660522999999999882e+01,-4.660522999999999882e+01
1.563200000000000045e+03,-4.637951000000000334e+01,-4.637951000000000334e+01
1.563400000000000091e+03,-4.775795000000000101e+01,-4.775795000000000101e+01
1.563599999999999909e+03,-4.773864999999999981e+01,-4.773864999999999981e+01
1.563799999999999955e+03,-4.745295999999999736e+01,-4.745295999999999736e+01
1.564000000000000000e+03,-4.753793999999999897e+01,-4.753793999999999897e+01
1.564200000000000045e+03,-4.803802999999999912e+01,-4.803802999999999912e+01
1.564400000000000091e+03,-4.757923000000000258e+01,-4.757923000000000258e+01
1.564599999999999909e+03,-4.748611999999999966e+01,-4.748611999999999966e+01
1.564799999999999955e+03,-4.824372999999999934e+01,-4.824372999999999934e+01
1.565000000000000000e+03,-4.806922999999999746e+01,-4.806922999999999746e+01
1.565200000000000045e+03,-4.746941999999999950e+01,-4.746941999999999950e+01
1.565400000000000091e+03,-4.838282000000000238e+01,-4.838282000000000238e+01
1.565599999999999909e+03,-4.843900000000000006e+01,-4.843900000000000006e+01
1.565799999999999955e+03,-4.888246999999999787e+01,-4.888246999999999787e+01
1.566000000000000000e+03,-4.930536000000000030e+01,-4.930536000000000030e+01
1.566200000000000045e+03,-5.075478999999999985e+01,-5.075478999999999985e+01
1.566400000000000091e+03,-5.101614000000000004e+01,-5.101614000000000004e+01
1.566599999999999909e+03,-5.226991000000000298e+01,-5.226991000000000298e+01
1.566799999999999955e+03,-5.223606000000000193e+01,-5.223606000000000193e+01
1.567000000000000000e+03,-5.288875000000000171e+01,-5.288875000000000171e+01
1.567200000000000045e+03,-5.465070000000000050e+01,-5.465070000000000050e+01
1.567400000000000091e+03,-5.598807999999999652e+01,-5.598807999999999652e+01
1.567599999999999909e+03,-5.566743999999999915e+01,-5.566743999999999915e+01
1.567799999999999955e+03,-5.714032000000000266e+01,-5.714032000000000266e+01
1.568000000000000000e+03,-5.851885999999999655e+01,-5.851885999999999655e+01
1.568200000000000045e+03,-6.062613000000000341e+01,-6.062613000000000341e+01
1.568400000000000091e+03,-5.904429999999999978e+01,-5.904429999999999978e+01
1.568599999999999909e+03,-5.932072999999999752e+01,-5.932072999999999752e+01
1.568799999999999955e+03,-5.802756999999999721e+01,-5.802756999999999721e+01
1.569000000000000000e+03,-5.901706000000000074e+01,-5.901706000000000074e+01
1.569200000000000045e+03,-6.065731999999999857e+01,-6.065731999999999857e+01
1.569400000000000091e+03,-6.444827999999999690e+01,-6.444827999999999690e+01
1.569599999999999909e+03,-6.276565999999999690e+01,-6.276565999999999690e+01
1.569799999999999955e+03,-6.582296999999999798e+01,-6.582296999999999798e+01
1.570000000000000000e+03,-7.482107000000000596e+01,-7.482107000000000596e+01
1.570200000000000045e+03,-7.123529000000000622e+01,-7.123529000000000622e+01
1.570400000000000091e+03,-6.465157999999999561e+01,-6.465157999999999561e+01
1.570599999999999909e+03,-7.610934000000000310e+01,-7.610934000000000310e+01
1.570799999999999955e+03,-7.098749999999999716e+01,-7.098749999999999716e+01
1.571000000000000000e+03,-7.000682000000000471e+01,-7.000682000000000471e+01
1.571200000000000045e+03,-6.315093000000000245e+01,-6.315093000000000245e+01
1.571400000000000091e+03,-5.930514999999999759e+01,-5.930514999999999759e+01
1.571599999999999909e+03,-5.854610999999999876e+01,-5.854610999999999876e+01
1.571799999999999955e+03,-5.768892999999999915e+01,-5.768892999999999915e+01
1.572000000000000000e+03,-5.560654999999999859e+01,-5.560654999999999859e+01
1.572200000000000045e+03,-5.727226999999999890e+01,-5.727226999999999890e+01
1.572400000000000091e+03,-5.758944999999999936e+01,-5.758944999999999936e+01
1.572599999999999909e+03,-5.667242999999999853e+01,-5.667242999999999853e+01
1.572799999999999955e+03,-5.548248999999999853e+01,-5.548248999999999853e+01
1.573000000000000000e+03,-5.635990999999999929e+01,-5.635990999999999929e+01
