Wavelength [nm],Raw [dBm],Smoothed(Savgol) [dBm]
1.515799999999999955e+03,-4.607439999999999714e+01,-4.607439999999999714e+01
1.516000000000000000e+03,-4.578499000000000052e+01,-4.578499000000000052e+01
1.516200000000000045e+03,-4.641273999999999944e+01,-4.641273999999999944e+01
1.516400000000000091e+03,-4.601953999999999922e+01,-4.601953999999999922e+01
1.516599999999999909e+03,-4.537785999999999831e+01,-4.537785999999999831e+01
1.516799999999999955e+03,-4.505463999999999913e+01,-4.505463999999999913e+01
1.517000000000000000e+03,-4.495965999999999951e+01,-4.495965999999999951e+01
1.517200000000000045e+03,-4.502280999999999977e+01,-4.502280999999999977e+01
1.517400000000000091e+03,-4.469315000000000282e+01,-4.469315000000000282e+01
1.517599999999999909e+03,-4.446061000000000263e+01,-4.446061000000000263e+01
1.517799999999999955e+03,-4.451753999999999678e+01,-4.451753999999999678e+01
1.518000000000000000e+03,-4.386634000000000100e+01,-4.386634000000000100e+01
1.518200000000000045e+03,-4.419736000000000331e+01,-4.419736000000000331e+01
1.518400000000000091e+03,-4.365588999999999942e+01,-4.365588999999999942e+01
1.518599999999999909e+03,-4.366261000000000081e+01,-4.366261000000000081e+01
1.518799999999999955e+03,-4.374882999999999811e+01,-4.374882999999999811e+01
1.519000000000000000e+03,-4.310817999999999728e+01,-4.310817999999999728e+01
1.519200000000000045e+03,-4.321757999999999811e+01,-4.321757999999999811e+01
1.519400000000000091e+03,-4.337471000000000032e+01,-4.337471000000000032e+01
1.519599999999999909e+03,-4.385936999999999841e+01,-4.385936999999999841e+01
1.519799999999999955e+03,-4.304863000000000284e+01,-4.304863000000000284e+01
1.520000000000000000e+03,-4.318189000000000277e+01,-4.318189000000000277e+01
1.520200000000000045e+03,-4.322767000000000337e+01,-4.322767000000000337e+01
1.520400000000000091e+03,-4.295606999999999687e+01,-4.295606999999999687e+01
1.520599999999999909e+03,-4.314197000000000060e+01,-4.314197000000000060e+01
1.520799999999999955e+03,-4.284196000000000026e+01,-4.284196000000000026e+01
1.521000000000000000e+03,-4.228524999999999778e+01,-4.228524999999999778e+01
1.521200000000000045e+03,-4.257473000000000241e+01,-4.257473000000000241e+01
1.521400000000000091e+03,-4.232965000000000089e+01,-4.232965000000000089e+01
1.521599999999999909e+03,-4.257240999999999786e+01,-4.257240999999999786e+01
1.521799999999999955e+03,-4.284922000000000253e+01,-4.284922000000000253e+01
1.522000000000000000e+03,-4.293661000000000172e+01,-4.293661000000000172e+01
1.522200000000000045e+03,-4.274439999999999884e+01,-4.274439999999999884e+01
1.522400000000000091e+03,-4.252998999999999796e+01,-4.252998999999999796e+01
1.522599999999999909e+03,-4.258095000000000141e+01,-4.258095000000000141e+01
1.522799999999999955e+03,-4.217916999999999916e+01,-4.217916999999999916e+01
1.523000000000000000e+03,-4.224116000000000071e+01,-4.224116000000000071e+01
1.523200000000000045e+03,-4.201337000000000188e+01,-4.201337000000000188e+01
1.523400000000000091e+03,-4.200648999999999944e+01,-4.200648999999999944e+01
1.523599999999999909e+03,-4.229247000000000156e+01,-4.229247000000000156e+01
1.523799999999999955e+03,-4.246902999999999651e+01,-4.246902999999999651e+01
1.524000000000000000e+03,-4.262308000000000163e+01,-4.262308000000000163e+01
1.524200000000000045e+03,-4.235047999999999746e+01,-4.235047999999999746e+01
1.524400000000000091e+03,-4.206427999999999656e+01,-4.206427999999999656e+01
1.524599999999999909e+03,-4.274934999999999974e+01,-4.274934999999999974e+01
1.524799999999999955e+03,-4.239151999999999987e+01,-4.239151999999999987e+01
1.525000000000000000e+03,-4.218782000000000210e+01,-4.218782000000000210e+01
1.525200000000000045e+03,-4.254941999999999780e+01,-4.254941999999999780e+01
1.525400000000000091e+03,-4.270738000000000056e+01,-4.270738000000000056e+01
1.525599999999999909e+03,-4.269315999999999889e+01,-4.269315999999999889e+01
1.525799999999999955e+03,-4.336688000000000187e+01,-4.336688000000000187e+01
1.526000000000000000e+03,-4.298910000000000053e+01,-4.298910000000000053e+01
1.526200000000000045e+03,-4.308764000000000038e+01,-4.308764000000000038e+01
1.526400000000000091e+03,-4.311986999999999881e+01,-4.311986999999999881e+01
1.526599999999999909e+03,-4.306387000000000143e+01,-4.306387000000000143e+01
1.526799999999999955e+03,-4.252526999999999902e+01,-4.252526999999999902e+01
1.527000000000000000e+03,-4.281833000000000311e+01,-4.281833000000000311e+01
1.527200000000000045e+03,-4.348557000000000272e+01,-4.348557000000000272e+01
1.527400000000000091e+03,-4.392636000000000251e+01,-4.392636000000000251e+01
1.527599999999999909e+03,-4.362147999999999826e+01,-4.362147999999999826e+01
1.527799999999999955e+03,-4.406038000000000210e+01,-4.406038000000000210e+01
1.528000000000000000e+03,-4.321231999999999829e+01,-4.321231999999999829e+01
1.528200000000000045e+03,-4.365908000000000300e+01,-4.365908000000000300e+01
1.528400000000000091e+03,-4.330646000000000129e+01,-4.330646000000000129e+01
1.528599999999999909e+03,-4.362841999999999842e+01,-4.362841999999999842e+01
1.528799999999999955e+03,-4.382466999999999757e+01,-4.382466999999999757e+01
1.529000000000000000e+03,-4.408350000000000080e+01,-4.408350000000000080e+01
1.529200000000000045e+03,-4.430380999999999858e+01,-4.430380999999999858e+01
1.529400000000000091e+03,-4.467873000000000161e+01,-4.467873000000000161e+01
1.529599999999999909e+03,-4.549363999999999919e+01,-4.549363999999999919e+01
1.529799999999999955e+03,-4.519525999999999755e+01,-4.519525999999999755e+01
1.530000000000000000e+03,-4.538933000000000106e+01,-4.538933000000000106e+01
1.530200000000000045e+03,-4.513620000000000232e+01,-4.513620000000000232e+01
1.530400000000000091e+03,-4.532638000000000034e+01,-4.532638000000000034e+01
1.530599999999999909e+03,-4.491629999999999967e+01,-4.491629999999999967e+01
1.530799999999999955e+03,-4.531410000000000338e+01,-4.531410000000000338e+01
1.531000000000000000e+03,-4.559459999999999980e+01,-4.559459999999999980e+01
1.531200000000000045e+03,-4.548340000000000316e+01,-4.548340000000000316e+01
1.531400000000000091e+03,-4.592867999999999995e+01,-4.592867999999999995e+01
1.531599999999999909e+03,-4.572086000000000183e+01,-4.572086000000000183e+01
1.531799999999999955e+03,-4.582551999999999737e+01,-4.582551999999999737e+01
1.532000000000000000e+03,-4.589117999999999853e+01,-4.589117999999999853e+01
1.532200000000000045e+03,-4.685470000000000113e+01,-4.685470000000000113e+01
1.532400000000000091e+03,-4.700484999999999758e+01,-4.700484999999999758e+01
1.532599999999999909e+03,-4.720936999999999983e+01,-4.720936999999999983e+01
1.532799999999999955e+03,-4.692622000000000071e+01,-4.692622000000000071e+01
1.533000000000000000e+03,-4.662834000000000145e+01,-4.662834000000000145e+01
1.533200000000000045e+03,-4.813705999999999818e+01,-4.813705999999999818e+01
1.533400000000000091e+03,-4.812595999999999918e+01,-4.812595999999999918e+01
1.533599999999999909e+03,-5.117079999999999984e+01,-5.117079999999999984e+01
1.533799999999999955e+03,-4.989453000000000316e+01,-4.989453000000000316e+01
1.534000000000000000e+03,-5.049929999999999808e+01,-5.049929999999999808e+01
1.534200000000000045e+03,-5.099139000000000266e+01,-5.099139000000000266e+01
1.534400000000000091e+03,-5.047296999999999656e+01,-5.047296999999999656e+01
1.534599999999999909e+03,-5.168778999999999968e+01,-5.168778999999999968e+01
1.534799999999999955e+03,-5.122711000000000325e+01,-5.122711000000000325e+01
1.535000000000000000e+03,-5.177962999999999738e+01,-5.177962999999999738e+01
1.535200000000000045e+03,-5.186881000000000341e+01,-5.186881000000000341e+01
1.535400000000000091e+03,-5.256790999999999769e+01,-5.256790999999999769e+01
1.535599999999999909e+03,-5.296256999999999948e+01,-5.296256999999999948e+01
1.535799999999999955e+03,-5.483762999999999721e+01,-5.483762999999999721e+01
1.536000000000000000e+03,-5.621262000000000114e+01,-5.621262000000000114e+01
1.536200000000000045e+03,-5.814298999999999751e+01,-5.814298999999999751e+01
1.536400000000000091e+03,-5.921372999999999820e+01,-5.921372999999999820e+01
1.536599999999999909e+03,-5.624416000000000082e+01,-5.624416000000000082e+01
1.536799999999999955e+03,-5.694171000000000049e+01,-5.694171000000000049e+01
1.537000000000000000e+03,-5.923555999999999955e+01,-5.923555999999999955e+01
1.537200000000000045e+03,-6.391510000000000247e+01,-6.391510000000000247e+01
1.537400000000000091e+03,-6.664911999999999637e+01,-6.664911999999999637e+01
1.537599999999999909e+03,-7.135469999999999402e+01,-7.135469999999999402e+01
1.537799999999999955e+03,-7.349241999999999564e+01,-7.349241999999999564e+01
1.538000000000000000e+03,-6.499251999999999896e+01,-6.499251999999999896e+01
1.538200000000000045e+03,-6.639403000000000077e+01,-6.639403000000000077e+01
1.538400000000000091e+03,-7.078534999999999400e+01,-7.078534999999999400e+01
1.538599999999999909e+03,-6.757438000000000500e+01,-6.757438000000000500e+01
1.538799999999999955e+03,-7.154749999999999943e+01,-7.154749999999999943e+01
1.539000000000000000e+03,-6.482012000000000285e+01,-6.482012000000000285e+01
1.539200000000000045e+03,-6.387510000000000332e+01,-6.387510000000000332e+01
1.539400000000000091e+03,-6.253589999999999804e+01,-6.253589999999999804e+01
1.539599999999999909e+03,-6.117940999999999718e+01,-6.117940999999999718e+01
1.539799999999999955e+03,-5.988268999999999664e+01,-5.988268999999999664e+01
1.540000000000000000e+03,-5.881864999999999810e+01,-5.881864999999999810e+01
1.540200000000000045e+03,-5.509877000000000180e+01,-5.509877000000000180e+01
1.540400000000000091e+03,-5.521428999999999832e+01,-5.521428999999999832e+01
1.540599999999999909e+03,-5.377626000000000062e+01,-5.377626000000000062e+01
1.540799999999999955e+03,-5.351689999999999969e+01,-5.351689999999999969e+01
1.541000000000000000e+03,-5.346847000000000349e+01,-5.346847000000000349e+01
1.541200000000000045e+03,-5.279500000000000171e+01,-5.279500000000000171e+01
1.541400000000000091e+03,-5.183003000000000071e+01,-5.183003000000000071e+01
1.541599999999999909e+03,-5.209946999999999662e+01,-5.209946999999999662e+01
1.541799999999999955e+03,-5.039818999999999960e+01,-5.039818999999999960e+01
1.542000000000000000e+03,-4.944843000000000188e+01,-4.944843000000000188e+01
1.542200000000000045e+03,-5.059514999999999674e+01,-5.059514999999999674e+01
1.542400000000000091e+03,-4.982647000000000048e+01,-4.982647000000000048e+01
1.542599999999999909e+03,-4.972294999999999732e+01,-4.972294999999999732e+01
1.542799999999999955e+03,-4.849215000000000231e+01,-4.849215000000000231e+01
1.543000000000000000e+03,-4.829437000000000069e+01,-4.829437000000000069e+01
1.543200000000000045e+03,-4.799517000000000166e+01,-4.799517000000000166e+01
1.543400000000000091e+03,-4.832759999999999678e+01,-4.832759999999999678e+01
1.543599999999999909e+03,-4.792396000000000100e+01,-4.792396000000000100e+01
1.543799999999999955e+03,-4.721844000000000108e+01,-4.721844000000000108e+01
1.544000000000000000e+03,-4.714016000000000162e+01,-4.714016000000000162e+01
1.544200000000000045e+03,-4.656716999999999729e+01,-4.656716999999999729e+01
1.544400000000000091e+03,-4.696347999999999701e+01,-4.696347999999999701e+01
1.544599999999999909e+03,-4.616129000000000104e+01,-4.616129000000000104e+01
1.544799999999999955e+03,-4.591210999999999842e+01,-4.591210999999999842e+01
1.545000000000000000e+03,-4.560193999999999903e+01,-4.560193999999999903e+01
1.545200000000000045e+03,-4.549627999999999872e+01,-4.549627999999999872e+01
1.545400000000000091e+03,-4.538747999999999649e+01,-4.538747999999999649e+01
1.545599999999999909e+03,-4.531092999999999904e+01,-4.531092999999999904e+01
1.545799999999999955e+03,-4.474616000000000327e+01,-4.474616000000000327e+01
1.546000000000000000e+03,-4.528258999999999901e+01,-4.528258999999999901e+01
1.546200000000000045e+03,-4.475207000000000335e+01,-4.475207000000000335e+01
1.546400000000000091e+03,-4.495483000000000118e+01,-4.495483000000000118e+01
1.546599999999999909e+03,-4.396770000000000067e+01,-4.396770000000000067e+01
1.546799999999999955e+03,-4.473248000000000246e+01,-4.473248000000000246e+01
1.547000000000000000e+03,-4.459476000000000084e+01,-4.459476000000000084e+01
1.547200000000000045e+03,-4.445065000000000310e+01,-4.445065000000000310e+01
1.547400000000000091e+03,-4.458216999999999786e+01,-4.458216999999999786e+01
1.547599999999999909e+03,-4.430669999999999931e+01,-4.430669999999999931e+01
1.547799999999999955e+03,-4.427176999999999651e+01,-4.427176999999999651e+01
1.548000000000000000e+03,-4.394250999999999863e+01,-4.394250999999999863e+01
1.548200000000000045e+03,-4.464847999999999928e+01,-4.464847999999999928e+01
1.548400000000000091e+03,-4.411889000000000038e+01,-4.411889000000000038e+01
1.548599999999999909e+03,-4.426017999999999830e+01,-4.426017999999999830e+01
1.548799999999999955e+03,-4.365650000000000119e+01,-4.365650000000000119e+01
1.549000000000000000e+03,-4.389985999999999677e+01,-4.389985999999999677e+01
1.549200000000000045e+03,-4.308961000000000041e+01,-4.308961000000000041e+01
1.549400000000000091e+03,-4.305257000000000289e+01,-4.305257000000000289e+01
1.549599999999999909e+03,-4.247128000000000014e+01,-4.247128000000000014e+01
1.549799999999999955e+03,-4.279426999999999737e+01,-4.279426999999999737e+01
1.550000000000000000e+03,-4.342544000000000182e+01,-4.342544000000000182e+01
1.550200000000000045e+03,-4.379838999999999771e+01,-4.379838999999999771e+01
1.550400000000000091e+03,-4.340435000000000088e+01,-4.340435000000000088e+01
1.550599999999999909e+03,-4.306624000000000052e+01,-4.306624000000000052e+01
1.550799999999999955e+03,-4.276666000000000167e+01,-4.276666000000000167e+01
1.551000000000000000e+03,-4.259729999999999706e+01,-4.259729999999999706e+01
1.551200000000000045e+03,-4.278144000000000347e+01,-4.278144000000000347e+01
1.551400000000000091e+03,-4.249208999999999747e+01,-4.249208999999999747e+01
1.551599999999999909e+03,-4.231797999999999860e+01,-4.231797999999999860e+01
1.551799999999999955e+03,-4.279138999999999982e+01,-4.279138999999999982e+01
1.552000000000000000e+03,-4.324407999999999674e+01,-4.324407999999999674e+01
1.552200000000000045e+03,-4.268954999999999700e+01,-4.268954999999999700e+01
1.552400000000000091e+03,-4.296123000000000047e+01,-4.296123000000000047e+01
1.552599999999999909e+03,-4.243039999999999878e+01,-4.243039999999999878e+01
1.552799999999999955e+03,-4.262568000000000268e+01,-4.262568000000000268e+01
1.553000000000000000e+03,-4.267945000000000277e+01,-4.267945000000000277e+01
1.553200000000000045e+03,-4.329245999999999839e+01,-4.329245999999999839e+01
1.553400000000000091e+03,-4.283970999999999663e+01,-4.283970999999999663e+01
1.553599999999999909e+03,-4.317775000000000318e+01,-4.317775000000000318e+01
1.553799999999999955e+03,-4.273794999999999789e+01,-4.273794999999999789e+01
1.554000000000000000e+03,-4.284463999999999828e+01,-4.284463999999999828e+01
1.554200000000000045e+03,-4.261840999999999724e+01,-4.261840999999999724e+01
1.554400000000000091e+03,-4.283800000000000097e+01,-4.283800000000000097e+01
1.554599999999999909e+03,-4.286865999999999843e+01,-4.286865999999999843e+01
1.554799999999999955e+03,-4.311269000000000062e+01,-4.311269000000000062e+01
1.555000000000000000e+03,-4.290446000000000026e+01,-4.290446000000000026e+01
1.555200000000000045e+03,-4.309857999999999834e+01,-4.309857999999999834e+01
1.555400000000000091e+03,-4.288933000000000106e+01,-4.288933000000000106e+01
1.555599999999999909e+03,-4.324425000000000097e+01,-4.324425000000000097e+01
1.555799999999999955e+03,-4.314023999999999859e+01,-4.314023999999999859e+01
1.556000000000000000e+03,-4.290122999999999820e+01,-4.290122999999999820e+01
1.556200000000000045e+03,-4.273411999999999722e+01,-4.273411999999999722e+01
1.556400000000000091e+03,-4.326937000000000211e+01,-4.326937000000000211e+01
1.556599999999999909e+03,-4.326120000000000232e+01,-4.326120000000000232e+01
1.556799999999999955e+03,-4.354317999999999955e+01,-4.354317999999999955e+01
1.557000000000000000e+03,-4.342846999999999724e+01,-4.342846999999999724e+01
1.557200000000000045e+03,-4.298841999999999786e+01,-4.298841999999999786e+01
1.557400000000000091e+03,-4.342439999999999856e+01,-4.342439999999999856e+01
1.557599999999999909e+03,-4.305176000000000158e+01,-4.305176000000000158e+01
1.557799999999999955e+03,-4.365169000000000210e+01,-4.365169000000000210e+01
1.558000000000000000e+03,-4.352318999999999960e+01,-4.352318999999999960e+01
1.558200000000000045e+03,-4.405411000000000143e+01,-4.405411000000000143e+01
1.558400000000000091e+03,-4.400742000000000331e+01,-4.400742000000000331e+01
1.558599999999999909e+03,-4.424360999999999677e+01,-4.424360999999999677e+01
1.558799999999999955e+03,-4.460414000000000101e+01,-4.460414000000000101e+01
1.559000000000000000e+03,-4.500059000000000253e+01,-4.500059000000000253e+01
1.559200000000000045e+03,-4.472984000000000293e+01,-4.472984000000000293e+01
1.559400000000000091e+03,-4.487738999999999834e+01,-4.487738999999999834e+01
1.559599999999999909e+03,-4.509729999999999706e+01,-4.509729999999999706e+01
1.559799999999999955e+03,-4.510562000000000182e+01,-4.510562000000000182e+01
1.560000000000000000e+03,-4.573158000000000101e+01,-4.573158000000000101e+01
1.560200000000000045e+03,-4.517074999999999818e+01,-4.517074999999999818e+01
1.560400000000000091e+03,-4.610927999999999827e+01,-4.610927999999999827e+01
1.560599999999999909e+03,-4.509602999999999895e+01,-4.509602999999999895e+01
1.560799999999999955e+03,-4.531461999999999790e+01,-4.531461999999999790e+01
1.561000000000000000e+03,-4.549918000000000262e+01,-4.549918000000000262e+01
1.561200000000000045e+03,-4.574235999999999791e+01,-4.574235999999999791e+01
1.561400000000000091e+03,-4.625041000000000224e+01,-4.625041000000000224e+01
1.561599999999999909e+03,-4.630702000000000140e+01,-4.630702000000000140e+01
1.561799999999999955e+03,-4.672845000000000226e+01,-4.672845000000000226e+01
1.562000000000000000e+03,-4.681752999999999787e+01,-4.681752999999999787e+01
1.562200000000000045e+03,-4.797173000000000087e+01,-4.797173000000000087e+01
1.562400000000000091e+03,-4.871497000000000099e+01,-4.871497000000000099e+01
1.562599999999999909e+03,-4.864166000000000167e+01,-4.864166000000000167e+01
1.562799999999999955e+03,-4.793909000000000020e+01,-4.793909000000000020e+01
1.563000000000000000e+03,-4.843596000000000146e+01,-4.843596000000000146e+01
1.563200000000000045e+03,-4.851610000000000156e+01,-4.851610000000000156e+01
1.563400000000000091e+03,-5.072229000000000099e+01,-5.072229000000000099e+01
1.563599999999999909e+03,-4.996043000000000234e+01,-4.996043000000000234e+01
1.563799999999999955e+03,-5.007681000000000182e+01,-5.007681000000000182e+01
1.564000000000000000e+03,-5.047296999999999656e+01,-5.047296999999999656e+01
1.564200000000000045e+03,-5.108639000000000152e+01,-5.108639000000000152e+01
1.564400000000000091e+03,-5.051440000000000197e+01,-5.051440000000000197e+01
1.564599999999999909e+03,-5.013358999999999810e+01,-5.013358999999999810e+01
1.564799999999999955e+03,-5.115099000000000018e+01,-5.115099000000000018e+01
1.565000000000000000e+03,-5.094174999999999898e+01,-5.094174999999999898e+01
1.565200000000000045e+03,-5.042090999999999923e+01,-5.042090999999999923e+01
1.565400000000000091e+03,-5.166176000000000101e+01,-5.166176000000000101e+01
1.565599999999999909e+03,-5.126872999999999791e+01,-5.126872999999999791e+01
1.565799999999999955e+03,-5.261287000000000091e+01,-5.261287000000000091e+01
1.566000000000000000e+03,-5.284550000000000125e+01,-5.284550000000000125e+01
1.566200000000000045e+03,-5.478119000000000227e+01,-5.478119000000000227e+01
1.566400000000000091e+03,-5.576001999999999725e+01,-5.576001999999999725e+01
1.566599999999999909e+03,-5.812595000000000312e+01,-5.812595000000000312e+01
1.566799999999999955e+03,-5.833164000000000016e+01,-5.833164000000000016e+01
1.567000000000000000e+03,-6.015030000000000143e+01,-6.015030000000000143e+01
1.567200000000000045e+03,-6.412793999999999528e+01,-6.412793999999999528e+01
1.567400000000000091e+03,-6.562179000000000428e+01,-6.562179000000000428e+01
1.567599999999999909e+03,-6.749563999999999453e+01,-6.749563999999999453e+01
1.567799999999999955e+03,-6.978519000000000005e+01,-6.978519000000000005e+01
1.568000000000000000e+03,-7.555670000000000641e+01,-7.555670000000000641e+01
1.568200000000000045e+03,-6.342909999999999826e+01,-6.342909999999999826e+01
1.568400000000000091e+03,-6.453248999999999569e+01,-6.453248999999999569e+01
1.568599999999999909e+03,-6.480022999999999911e+01,-6.480022999999999911e+01
1.568799999999999955e+03,-6.469642000000000337e+01,-6.469642000000000337e+01
1.569000000000000000e+03,-6.629836000000000240e+01,-6.629836000000000240e+01
1.569200000000000045e+03,-6.397440000000000282e+01,-6.397440000000000282e+01
1.569400000000000091e+03,-5.922131000000000256e+01,-5.922131000000000256e+01
1.569599999999999909e+03,-5.927696999999999861e+01,-5.927696999999999861e+01
1.569799999999999955e+03,-5.812930999999999671e+01,-5.812930999999999671e+01
1.570000000000000000e+03,-5.731474000000000046e+01,-5.731474000000000046e+01
1.570200000000000045e+03,-5.770839000000000141e+01,-5.770839000000000141e+01
1.570400000000000091e+03,-5.934866000000000241e+01,-5.934866000000000241e+01
1.570599999999999909e+03,-5.710242999999999824e+01,-5.710242999999999824e+01
1.570799999999999955e+03,-5.680895999999999901e+01,-5.680895999999999901e+01
1.571000000000000000e+03,-5.589985999999999677e+01,-5.589985999999999677e+01
1.571200000000000045e+03,-5.431474000000000046e+01,-5.431474000000000046e+01
1.571400000000000091e+03,-5.223548999999999864e+01,-5.223548999999999864e+01
1.571599999999999909e+03,-5.209512000000000143e+01,-5.209512000000000143e+01
1.571799999999999955e+03,-5.170233999999999952e+01,-5.170233999999999952e+01
1.572000000000000000e+03,-5.066337999999999653e+01,-5.066337999999999653e+01
1.572200000000000045e+03,-5.173398000000000252e+01,-5.173398000000000252e+01
1.572400000000000091e+03,-5.192282000000000153e+01,-5.192282000000000153e+01
1.572599999999999909e+03,-5.116239000000000203e+01,-5.116239000000000203e+01
1.572799999999999955e+03,-5.023812000000000211e+01,-5.023812000000000211e+01
1.573000000000000000e+03,-5.086093999999999937e+01,-5.086093999999999937e+01
