FET Vgs-Id
VG=	-1	to	3	in	0.02	step
VDS=	0.05	to	0.5	in	0.45	step
NO.	VG	ID
	V	A
1	-1	9.2056E-07
2	-0.98	9.2281E-07
3	-0.96	9.2249E-07
4	-0.94	9.2147E-07
5	-0.92	9.2462E-07
6	-0.9	9.265E-07
7	-0.88	9.2254E-07
8	-0.86	9.2149E-07
9	-0.84	9.2066E-07
10	-0.82	9.175E-07
11	-0.8	9.2065E-07
12	-0.78	9.2039E-07
13	-0.76	9.1993E-07
14	-0.74	9.2268E-07
15	-0.72	9.246E-07
16	-0.7	9.2153E-07
17	-0.68	9.2147E-07
18	-0.66	9.201E-07
19	-0.64	9.1769E-07
20	-0.62	9.1949E-07
21	-0.6	9.1997E-07
22	-0.58	9.2156E-07
23	-0.56	9.2408E-07
24	-0.54	9.2196E-07
25	-0.52	9.2205E-07
26	-0.5	9.2104E-07
27	-0.48	9.1978E-07
28	-0.46	9.1796E-07
29	-0.44	9.2078E-07
30	-0.42	9.2039E-07
31	-0.4	9.2124E-07
32	-0.38	9.228E-07
33	-0.36	9.1979E-07
34	-0.34	9.2028E-07
35	-0.32	9.1923E-07
36	-0.3	9.1744E-07
37	-0.28	9.158E-07
38	-0.26	9.1901E-07
39	-0.24	9.1844E-07
40	-0.22	9.2009E-07
41	-0.2	9.2261E-07
42	-0.18	9.1862E-07
43	-0.16	9.189E-07
44	-0.14	9.1849E-07
45	-0.12	9.1685E-07
46	-0.1	9.1772E-07
47	-0.08	9.1847E-07
48	-0.06	9.1888E-07
49	-0.04	9.2131E-07
50	-0.02	9.2441E-07
51	0	9.2043E-07
52	0.02	9.2067E-07
53	0.04	9.1968E-07
54	0.06	9.1662E-07
55	0.08	9.2144E-07
56	0.1	9.2576E-07
57	0.12	9.3463E-07
58	0.14	9.4453E-07
59	0.16	9.6712E-07
60	0.18	1.00435E-06
61	0.2	1.0573E-06
62	0.22	1.13185E-06
63	0.24	1.2427E-06
64	0.26	1.359E-06
65	0.28	1.5E-06
66	0.3	1.6529E-06
67	0.32	1.8225E-06
68	0.34	1.9845E-06
69	0.36	2.1619E-06
70	0.38	2.3331E-06
71	0.4	2.5049E-06
72	0.42	2.6895E-06
73	0.44	2.8614E-06
74	0.46	3.0444E-06
75	0.48	3.2167E-06
76	0.5	3.3908E-06
77	0.52	3.5586E-06
78	0.54	3.7306E-06
79	0.56	3.8955E-06
80	0.58	4.0629E-06
81	0.6	4.2231E-06
82	0.62	4.3853E-06
83	0.64	4.5436E-06
84	0.66	4.6986E-06
85	0.68	4.8547E-06
86	0.7	5.004E-06
87	0.72	5.1599E-06
88	0.74	5.3011E-06
89	0.76	5.4507E-06
90	0.78	5.5967E-06
91	0.8	5.7356E-06
92	0.82	5.8782E-06
93	0.84	6.0136E-06
94	0.86	6.1519E-06
95	0.88	6.2891E-06
96	0.9	6.4188E-06
97	0.92	6.5514E-06
98	0.94	6.6877E-06
99	0.96	6.8134E-06
100	0.98	6.9438E-06
101	1	7.0659E-06
102	1.02	7.1881E-06
103	1.04	7.3178E-06
104	1.06	7.432E-06
105	1.08	7.5541E-06
106	1.1	7.6766E-06
107	1.12	7.7943E-06
108	1.14	7.9085E-06
109	1.16	8.0262E-06
110	1.18	8.1382E-06
111	1.2	8.2526E-06
112	1.22	8.3622E-06
113	1.24	8.4636E-06
114	1.26	8.5825E-06
115	1.28	8.6907E-06
116	1.3	8.7994E-06
117	1.32	8.9033E-06
118	1.34	9.0106E-06
119	1.36	9.1131E-06
120	1.38	9.2184E-06
121	1.4	9.3199E-06
122	1.42	9.4114E-06
123	1.44	9.5179E-06
124	1.46	9.6193E-06
125	1.48	9.7182E-06
126	1.5	9.8157E-06
127	1.52	9.9149E-06
128	1.54	1.00085E-05
129	1.56	1.01054E-05
130	1.58	1.02022E-05
131	1.6	1.02832E-05
132	1.62	1.03808E-05
133	1.64	1.04736E-05
134	1.66	1.05654E-05
135	1.68	1.06544E-05
136	1.7	1.07425E-05
137	1.72	1.08325E-05
138	1.74	1.09251E-05
139	1.76	1.09996E-05
140	1.78	1.10907E-05
141	1.8	1.11801E-05
142	1.82	1.12602E-05
143	1.84	1.13469E-05
144	1.86	1.1431E-05
145	1.88	1.1512E-05
146	1.9	1.1598E-05
147	1.92	1.1677E-05
148	1.94	1.1745E-05
149	1.96	1.1838E-05
150	1.98	1.1918E-05
151	2	1.1992E-05
152	2.02	1.2071E-05
153	2.04	1.2148E-05
154	2.06	1.2227E-05
155	2.08	1.2309E-05
156	2.1	1.2373E-05
157	2.12	1.2449E-05
158	2.14	1.2526E-05
159	2.16	1.26E-05
160	2.18	1.2674E-05
161	2.2	1.2745E-05
162	2.22	1.2815E-05
163	2.24	1.2892E-05
164	2.26	1.2947E-05
165	2.28	1.3025E-05
166	2.3	1.3094E-05
167	2.32	1.3165E-05
168	2.34	1.3231E-05
169	2.36	1.3301E-05
170	2.38	1.3367E-05
171	2.4	1.3439E-05
172	2.42	1.3495E-05
173	2.44	1.3556E-05
174	2.46	1.363E-05
175	2.48	1.3694E-05
176	2.5	1.3758E-05
177	2.52	1.3818E-05
178	2.54	1.3883E-05
179	2.56	1.3946E-05
180	2.58	1.4014E-05
181	2.6	1.4061E-05
182	2.62	1.4122E-05
183	2.64	1.4189E-05
184	2.66	1.4246E-05
185	2.68	1.4304E-05
186	2.7	1.4361E-05
187	2.72	1.4422E-05
188	2.74	1.4483E-05
